place_of_interest,type_of_place,place_address,nearest_bicimad_station,station_location,distance,total_bases
Sala de estudio Alfredo Kraus (Fuencarral - El Pardo),Instalación accesible municipal,GLORIETA PRADERA DE VAQUERIZAS 9,591 - Metro Mirasierra,"Av.Ventisquero de la Condesa, 37,",600 meters,19
Sala de estudio Almirante Churruca (Latina),Instalación accesible municipal,CALLE FUENTE DEL TIRO 72 PLANTA 1.ª,345 - Fuente del Tiro - Avd. de las Águilas,"Calle Fuente del Tiro, 72 ,",34 meters,24
Sala de estudio Carril del Conde (Hortaleza),Instalación accesible municipal,"CALLE CARRIL DEL CONDE 57 esquina a calle Santa Natalia, 2",523 - Carretera de Canillas,"Calle carretera de canillas, 17 ,",483 meters,23
Sala de estudio Centro Cultural San Juan Bautista (Ciudad Lineal),Instalación accesible municipal,CALLE SAN NEMESIO 4,528 - Albelda - Torrelaguna,"Calle Albelda, 6,",420 meters,24
Sala de estudio Centro Dotacional Integrado de Arganzuela,Instalación accesible municipal,CALLE CANARIAS 17 Ubicada en el Centro Dotacional Integrado Arganzuela,120 - Metro Palos de la Frontera,"Calle Palos de la Frontera nº 27,",168 meters,27
Sala de estudio Centro Sociocultural Ciudad Lineal (Ciudad Lineal),Instalación accesible municipal,CALLE POETA BLAS DE OTERO 81,233 - El dragón de La Elipa,"Calle Marqués de Corbera, 12 ,",434 meters,24
Sala de estudio Centro Sociocultural El Greco (Latina),Instalación accesible municipal,CALLE EL GRECO 29,345 - Fuente del Tiro - Avd. de las Águilas,"Calle Fuente del Tiro, 72 ,",34 meters,24
Sala de estudio Centro Sociocultural Moratalaz,Instalación accesible municipal,CALLE FUENTE CARRANTONA 10,221 - Metro Pavones,"Calle Hacienda de Pavones, 148 ,",272 meters,23
Sala de estudio Centro cultural El Torito (Moratalaz),Instalación accesible municipal,AVENIDA MORATALAZ 130,219 - Camino de los Vinateros B,"Camino de los Vinateros, 108 ,",330 meters,18
Sala de estudio Centro cultural Lope de Vega (Puente de Vallecas),Instalación accesible municipal,CALLE CONCEJO DE TEVERGA 1,418 - Puerto de Arlabán - San Diego,"Calle Puerto de Arlabán, 83 ,",485 meters,27
Sala de estudio Centro cultural Quinta del Berro - Rafael Altamira (Salamanca),Instalación accesible municipal,CALLE ENRIQUE D'ALMONTE 1,185 - Parque Quinta de la Fuente del Berro,"Calle Sancho Dávila, 35 ,",469 meters,24
Sala de estudio Ciudad Pegaso (San Blas - Canillejas),Instalación accesible municipal,AVENIDA SEPTIMA 11,507 - Seis - Sexta,"Calle Seis (esquina con Avenida Quinta),",178 meters,24
Sala de estudio Corín Tellado  (Moncloa-Aravaca),Instalación accesible municipal,CALLE SANTA POLA 22,318 - C. Deportivo Mpal. José María Cagigal,"Calle Santa Pola, 22 ,",50 meters,23
Sala de estudio El Madroño (Vicálvaro),Instalación accesible municipal,CALLE VILLARDONDIEGO 36,467 - Univ. Rey Juan Carlos - Facultad  CJS,"467 -  Calle Villardondiego  nº32,",139 meters,24
Sala de estudio Fernando Lázaro Carreter (Carabanchel),Instalación accesible municipal,CALLE VERDAD 29,358 - Verdad,"Calle de la Verdad, 29,",21 meters,23
Sala de estudio Fernando Vizcaíno Casas (Chamberí),Instalación accesible municipal,CALLE BLASCO DE GARAY 38,127 - Mercado Municipal de Vallehermoso,"Calle Fernando el Católico nº 19,",355 meters,27
Sala de estudio Francisco José González Tejera (Hortaleza),Instalación accesible municipal,CALLE SANTA VIRGILIA 15,531 - Metro Parque de Santa María,"Calle de Santa Virgilia, 6,",337 meters,23
Sala de estudio Julio Cortázar (Moncloa-Aravaca),Instalación accesible municipal,CALLE ANTONIO MACHADO 20,"317 - Antonio Machado, 30","Calle Antonio Machado, 30,",221 meters,27
Sala de estudio Los Rosales,Instalación accesible municipal,AVENIDA LOS ROSALES 133,"403 - Auñón, 16","Calle Auñón, 16,",44 meters,23
Sala de estudio Luis García Berlanga (Tetuán),Instalación accesible municipal,CALLE VI&amp;Ntilde;A VIRGEN 2,297 - Simancas - Pinos Alta,"Calle Simancas, 2,",121 meters,23
Sala de estudio Luis Gonzaga (Chamartín),Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 142,"146 - María Francisca, 3","Calle de María Francisca, 3,",128 meters,19
Sala de estudio Montecarmelo (Fuencarral - El Pardo),Instalación accesible municipal,Avenida Santuario de Valverde. 114 Carretera M-607 km 13-L10. Acceso a través del PAU Montecarmelo,602 - Monasterio Sobrado - Monasterio Silos,"Calle del Monasterio de Sobrado, nº6,",1284 meters,24
Sala de estudio Oporto (Carabanchel),Instalación accesible municipal,AVENIDA OPORTO 78,363 - Metro Oporto,"Avenida de Oporto, 102,",253 meters,23
Sala de estudio San Cristóbal,Instalación accesible municipal,PLAZA PINAZO 9,408 - Metro San Cristóbal,"Calle de Moncada, 102 ,",177 meters,23
Sala de estudio Sanchinarro (Hortaleza),Instalación accesible municipal,CALLE PRINCESA DE EBOLI 29,"550 - Príncipe Carlos, 54","Calle del Príncipe Carlos, 54 ,",560 meters,23
Sala de estudio Santa Petronila,Instalación accesible municipal,CALLE MARIA MARTINEZ OVIOL 12,414 - Metro Villaverde Bajo-Cruce,"Calle Santa Petronila, 7 ,",75 meters,24
Sala de estudio Villa del Prado de Arganzuela,Instalación accesible municipal,CALLE VILLA DEL PRADO 27,119 - Méndez Álvaro,"Calle Méndez Álvaro nº 11,",261 meters,23
Sala de estudio del Centro Cultural Galileo (Chamberí),Instalación accesible municipal,CALLE GALILEO 39,127 - Mercado Municipal de Vallehermoso,"Calle Fernando el Católico nº 19,",224 meters,27
Sala de estudio y lectura Arquitecto Juan de Herrera (Latina),Instalación accesible municipal,CALLE MARIA DEL CARMEN 65,322 - Ps. Jesuitas - Mercado Alto Extremadura,"Paseo de los Jesuitas, 69 ,",348 meters,27
Sala de estudio y lectura Cayetano Pando (Latina),Instalación accesible municipal,CALLE CAYETANO PANDO 8,324 - Metro Lucero,"Calle de las Higueras, 49,",303 meters,23
Sala de estudio y lectura Centro Sociocultural Latina (Latina),Instalación accesible municipal,CALLE RODRIGO DE ARANA 50,348 - José de Cadalso - Rafael Finat,"Calle José de cadalso, 62 ,",479 meters,27
Sala de estudio y lectura Centro Sociocultural Teresa de Calcuta (Barajas),Instalación accesible municipal,PLAZA NAVIO 4,"556 - Cantabria, 6","Avenida de Cantabria, 6,",102 meters,24
Sala de estudio y lectura Escritor Pedro de Répide (Latina),Instalación accesible municipal,CALLE MARIA DEL CARMEN 65,322 - Ps. Jesuitas - Mercado Alto Extremadura,"Paseo de los Jesuitas, 69 ,",348 meters,27
Sala de estudio y lectura Fuente de San Pedro - Valderrivas,Instalación accesible municipal,CALLE TITANIO 5,468 - Caños de San Pedro - San Cipriano,"Calle Caños de San Pedro, 12,",132 meters,23
Sala de estudio y lectura José Luis Sampedro (Latina),Instalación accesible municipal,CALLE CASTROSERNA 4,"328 - Cebreros, 97","Calle de Cebreros, 97 ,",398 meters,23
Sala de estudio y lectura Maqueda (Latina),Instalación accesible municipal,CALLE MAQUEDA 5,340 - Illescas - Seseña,"Calle Illescas, 1 ,",373 meters,27
Sala de estudio y lectura Miguel Hernández (Latina),Instalación accesible municipal,CALLE SERRADILLA 13,"336 - Calle Oliva de Plasencia, 1","Calle Oliva de Plasencia, 1,",317 meters,24
Sala de estudio y lectura Sara Montiel (Latina),Instalación accesible municipal,CARRETERA BOADILLA DEL MONTE 40,340 - Illescas - Seseña,"Calle Illescas, 1 ,",276 meters,27
Sala de estudio y lectura del Centro Cultural Las Californias (Retiro),Instalación accesible municipal,CALLE LUIS PEIDRO 2,179 - Metro Puente de Vallecas,"Avenida de la Albufera nº 6,",492 meters,24
Sala de estudio Ágata,Instalación accesible municipal,CALLE DOCTOR MARTIN AREVALO 2,413 - Doctor Martín Arévalo,"Calle Doctor Martín Arévalo enfrente del N°16 ,",139 meters,24
"Sala de estudios Espacio Cultural Núñez de Balboa, 40 (Salamanca)",Instalación accesible municipal,CALLE NUÑEZ DE BALBOA 40,87 - Ayala - Velázquez,"Calle Ayala nº 46,",155 meters,23
Sala de exposiciones La Lonja. Centro Cultural Casa del Reloj (Arganzuela),Instalación accesible municipal,PASEO CHOPERA 10,165 - Entrada Matadero - Paseo de la Chopera,"Paseo de la Chopera frente 51 ,",159 meters,43
Sala de lectura Centro sociocultural Cánovas del Castillo (Usera),Instalación accesible municipal,CALLE JULIO AGUIRRE 10 - 12,213 - Glorieta de Cádiz,"Calle de Antonio López, 129 ,",398 meters,23
Sala de lectura Pilares (Barajas),Instalación accesible municipal,CALLE LOS PILARES 3,567 - Plaza Mayor de Barajas,"Plaza Mayor de Barajas, 24,",253 meters,24
Salamanca. Unidad de Participación Ciudadana y Cooperación Público Social,Instalación accesible municipal,CALLE VELAZQUEZ 52 PLANTA 4ª Junta Municipal del Distrito de Salamanca.,87 - Ayala - Velázquez,"Calle Ayala nº 46,",83 meters,23
Salas de ensayo Pau Donés y Luis Eduardo Aute (Salamanca),Instalación accesible municipal,CALLE ALCALDE SAINZ DE BARANDA 94,185 - Parque Quinta de la Fuente del Berro,"Calle Sancho Dávila, 35 ,",572 meters,24
Salas de estudio Centro Cultural Pozo del tío Raimundo (Puente de Vallecas),Instalación accesible municipal,AVENIDA GLORIETAS 19 y 21. Entrada por la Plaza del Padre Llanos,419 - Estación de tren de El Pozo,"Calle Puerto de Balbarán, 10,",574 meters,27
Salas de estudio Centro cultural Mercado de Ibiza (Retiro),Instalación accesible municipal,CALLE IBIZA 8 PLANTA 1ª,181 - Ibiza - Narváez,"Calle Ibiza nº 16,",104 meters,27
Salas de estudio Miguel de Cervantes (San Blas - Canillejas),Instalación accesible municipal,CALLE ALIAGA 5,"519 - Troya, 11","Calle Troya, 11,",80 meters,24
Salas de estudio Valdebernardo (Vicálvaro),Instalación accesible municipal,BULEVAR INDALECIO PRIETO 21,472 - Metro Valdebernardo,"Calle de los Pinillas, 19,",152 meters,27
San Blas - Canillejas. Unidad de Participación Ciudadana y Cooperación Público Social,Instalación accesible municipal,AVENIDA ARCENTALES 28 Junta Municipal del Distrito de San Blas - Canillejas,520 - Niza - Plaza de Grecia,"Av/ de Niza, 67 ,",173 meters,23
Sección Administrativa y Régimen Jurídico. Departamento Jurídico. Subdirección General de Régimen Jurídico y Autorizaciones. Dirección General de Gestión y Vigilancia de la Circulación,Instalación accesible municipal,CALLE ALBARRACIN 33,506 - Albarracín - Julián Camarillo,"Calle Albarracin, sn,",261 meters,24
Sección de Actividades Especiales. Subdirección General de Edificación,Instalación accesible municipal,CALLE RIBERA DEL SENA 21,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Sección de Educación de Adultos,Instalación accesible municipal,PASEO CHOPERA 41,267 - Paseo de la Chopera - Fernando Poo,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",197 meters,23
Sección de Información de Inventario del Suelo,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA 4ª,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Sección de Ocupación de la Vía Pública,Instalación accesible municipal,CALLE PARAGUAY 8 PLANTA BAJA,291 - Plaza José María Soler,"Avenida Alfonso XIII, 113,",424 meters,23
Secretaría Técnica del Foro de Empresas por Madrid,Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 140 PLANTA 3ª,"146 - María Francisca, 3","Calle de María Francisca, 3,",86 meters,19
Servicio Jurídico de Licencias,Instalación accesible municipal,CALLE RIBERA DEL SENA 21,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Servicio de Actividades Educativas,Instalación accesible municipal,PASEO CHOPERA 41,267 - Paseo de la Chopera - Fernando Poo,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",197 meters,23
Servicio de Actuaciones en Inmuebles Catalogados,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA 2ª,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Servicio de Arbitraje de Consumo,Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 140,"146 - María Francisca, 3","Calle de María Francisca, 3,",84 meters,19
Servicio de Asesoramiento a la Emergencia Residencial,Instalación accesible municipal,RONDA TOLEDO 10,45 - Metro Puerta de Toledo,"Puerta de Toledo 1 ,",148 meters,19
Servicio de Asesoría Jurídica para Jóvenes. Centro juvenil Chamberí,Instalación accesible municipal,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 2,132 - Glorieta de Cuatro Caminos,"Calle Santa Engracia, 164 ,",41 meters,27
Servicio de Asesoría Jurídica para Jóvenes.Centro Juvenil Pipo Velasco,Instalación accesible municipal,CALLE AVENA 5,390 - Avena - Mijo,"Calle avena, 10 ,",29 meters,23
Servicio de Atención Turística de Emergencia (SATE). Comisaría de Centro,Instalación accesible municipal,CALLE LEGANITOS 19,23 - Santo Domingo,"Plaza de Santo Domingo nº 1,",282 meters,24
Servicio de Atención a Mujeres Víctimas de Violencia de Género (S.A.V.G. 24 horas),Instalación accesible municipal,CALLE VIRGEN DE LLUC 101,477 - Metro Ciudad Lineal,"Calle de los Misterios, 2 ,",369 meters,23
Servicio de Calidad del Aire,Instalación accesible municipal,CALLE BUSTAMANTE 16 PLANTA 4ª,"118 - OFICINA DEL SER, APR Y BICIREGISTRO","Calle Juan Martínez el empeciado (esquina calle Bustamante) ,",47 meters,23
Servicio de Contratación. Área de Gobierno de Desarrollo Urbano,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA 5ª,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
"Servicio de Contratación. Área de Gobierno de Portavoz, Seguridad y Emergencias",Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 140 PLANTA 2.ª,"146 - María Francisca, 3","Calle de María Francisca, 3,",86 meters,19
Servicio de Coordinación Jurídico Administrativa (Subdirección General de Educación y Juventud),Instalación accesible municipal,PASEO CHOPERA 41,267 - Paseo de la Chopera - Fernando Poo,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",197 meters,23
Servicio de Disciplina Urbanística,Instalación accesible municipal,CALLE RIBERA DEL SENA 21,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Servicio de Educación Infantil y otros programas,Instalación accesible municipal,PASEO CHOPERA 41,267 - Paseo de la Chopera - Fernando Poo,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",197 meters,23
Servicio de Estadística Municipal,Instalación accesible municipal,CALLE AUGUSTO FIGUEROA 36 PLANTA 1ª,19 - Prim,"Calle Prim nº 4,",67 meters,28
Servicio de Gestión de Suelo Público,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA 4ª,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Servicio de Gestión del Boletín Oficial del Ayuntamiento de Madrid (BOAM)  y servicios generales,Instalación accesible municipal,CALLE ALCALA 45 PLANTA 5.ª,20A - Banco de España,"Calle Alcalá nº 48,",123 meters,27
Servicio de Gestión del Patrimonio Municipal del Suelo,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA 4ª,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Servicio de Información y Venta de Publicaciones de Urbanismo,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA Baja,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Servicio de Inmunoprofilaxis de la Rabia Humana,Instalación accesible municipal,CALLE MONTESA 22,145 - Ortega y Gasset 87,"Calle Ortega y Gasset nº 87,",165 meters,23
Servicio de Innovación Comercial y Disciplina,Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 140,"146 - María Francisca, 3","Calle de María Francisca, 3,",84 meters,19
Servicio de Inspección Ambiental,Instalación accesible municipal,CALLE BUSTAMANTE 16 PLANTA 5ª,"118 - OFICINA DEL SER, APR Y BICIREGISTRO","Calle Juan Martínez el empeciado (esquina calle Bustamante) ,",47 meters,23
Servicio de Inspección de Consumo,Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 140 PLANTA 3,"146 - María Francisca, 3","Calle de María Francisca, 3,",84 meters,19
Servicio de Licencias de Urbanismo,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA 2ª,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Servicio de Padrón de Habitantes,Instalación accesible municipal,CALLE AUGUSTO FIGUEROA 36 PLANTA 1ª,19 - Prim,"Calle Prim nº 4,",67 meters,28
Servicio de Seguridad y Proyectos Prestacionales,Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA 2ª,568 - IFEMA A,"Avenida del Partenón, 6 ,",193 meters,27
Servicio de Sugerencias y Reclamaciones,Instalación accesible municipal,CALLE PRINCIPE DE VERGARA 140 PLANTA 3,"146 - María Francisca, 3","Calle de María Francisca, 3,",86 meters,19
"Servicio de Tasas y del Impuesto sobre Construcciones, Instalaciones y Obras",Instalación accesible municipal,CALLE RIBERA DEL SENA 21 PLANTA BAJA,568 - IFEMA A,"Avenida del Partenón, 6 ,",192 meters,27
Servicio de asesoramiento a entidades y colectivos ciudadanos,Instalación accesible municipal,CALLE LA LATINA 21 LOCAL 13,"328 - Cebreros, 97","Calle de Cebreros, 97 ,",400 meters,23
Servicio de la Oficina Azul,Instalación accesible municipal,CALLE MONTALBAN 1 PLANTA 5ª Palacio de Cibeles,86 - Cibeles,"Paseo del Prado, 1B ,",145 meters,24
Servicio del Impuesto sobre el Incremento de Valor de los Terrenos de Naturaleza Urbana (plusvalía),Instalación accesible municipal,CALLE SACRAMENTO 5,35 - Plaza del Cordón,"Plaza del Cordón nº1,",129 meters,24
Servicio municipal de atención a víctimas de LGTBIfobia,Instalación accesible municipal,AVENIDA ALBUFERA 321 PLANTA 2 12,434 - Charleroi - Cocherón de la Villa,"Calle Charleroi, 1 ,",259 meters,24
Servicio veterinario municipal de urgencias (SEVEMUR),Instalación accesible municipal,CARRETERA BARRIO DE LA FORTUNA 33,342 - Osa de la Vega - Rafael Finat,"Calle Osa de la Vega, 1 ,",1769 meters,23
Subdirección General de Agentes de Movilidad. Dirección General de Gestión y Vigilancia de la Circulación,Instalación accesible municipal,CALLE PARAGUAY 8 PLANTA BAJA,291 - Plaza José María Soler,"Avenida Alfonso XIII, 113,",424 meters,23
Subdirección General de Educación y Juventud,Instalación accesible municipal,PASEO CHOPERA 41,267 - Paseo de la Chopera - Fernando Poo,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",197 meters,23
Subdirección General de Energía y Cambio Climático,Instalación accesible municipal,CALLE BUSTAMANTE 16,"118 - OFICINA DEL SER, APR Y BICIREGISTRO","Calle Juan Martínez el empeciado (esquina calle Bustamante) ,",49 meters,23
